ground_truth_index,row_in_group,g_leak,g_K,g_Na,stored_spike_count_distance,stored_dtw_distance
0,3221,0.0007070250207841058,0.40649024325273286,1.621863690248135,2,4106.389072911988
0,3234,0.0007081187805848908,0.40577274698417504,1.6186988571460008,2,4087.3127785443617
0,3258,0.0008603463183175861,1.3091131143339427,3.6983160122552916,2,4946.024913413265
0,3271,0.000861440078118371,1.3083956180653848,3.6951511791531573,2,4968.13962221121
0,3295,0.0007070823244879293,0.40560272927590846,1.633732099071698,2,4082.9991781653666
0,3308,0.0007081760842887143,0.40488523300735063,1.6305672659695638,2,4129.699160476974
0,3345,0.0007320694892420706,0.4372720225067854,1.9390210944020012,2,4298.132143071914
0,3382,0.0007071842694275909,0.35513295196098116,1.6061814785600002,2,4211.54683827296
0,3419,0.0008537982939756651,1.4167444715892306,3.459903443743888,2,5087.489019617562
0,3443,0.0007314654831517112,0.5138883856510623,1.8569622099337117,2,4273.418056588519
0,3456,0.0007325592429524962,0.5131708893825045,1.8537973768315776,2,4358.7111166233235
0,3493,0.0007063022185910745,0.409369690254169,1.5858826218075222,2,4130.35386389379
0,3530,0.0007325545246249775,0.5230419967777638,1.8963744404832956,2,4302.442822268928
0,3567,0.0007063516684405006,0.4019018005138721,1.6219264035255037,2,4038.7030018357714
0,3591,0.000847303708085402,1.3209576465108719,3.3904276571242074,2,4985.041112668876
0,3604,0.000848397467886187,1.320240150242314,3.387262824022073,2,5034.989119283
0,3641,0.0007063730160466818,0.3949101730853285,1.614488147752507,2,4078.3354515006145
0,3678,0.000732547608649552,0.5014481598179845,1.898095959718187,2,4279.961183040716
0,3715,0.0007325427784497896,0.43978365951456727,1.9351383879501958,2,4299.854439183697
0,3739,0.0007053404730692648,0.39721690486573835,1.6104154088187685,2,4032.445817904418
0,3752,0.0007064342328700498,0.3964994085971805,1.6072505757166344,2,4127.907410496951
0,3789,0.0007064393152364764,0.391282698368717,1.619121579325001,2,4060.0423796459872
0,3826,0.0007064531998459167,0.35431151490785745,1.6495935955927494,2,4208.918274589694
0,3850,0.0008480196756427501,1.1636714992107111,3.4857855041848667,2,4938.783764065624
0,3863,0.000849113435443535,1.1629540029421532,3.4826206710827323,2,4933.549276538355
0,3900,0.0008491743479253671,1.3851824524060097,3.374563570899047,2,5074.57588612438
0,3924,0.0007053700829414869,0.3954344749994521,1.617689753133768,2,4110.885186190596
0,3937,0.0007064638427422719,0.3947169787308943,1.6145249200316338,2,4056.863140225661
0,3974,0.0007064656444257641,0.38966243118739713,1.6241688079171273,2,4088.9513042053954
0,3998,0.0007053868034551283,0.40523947759410706,1.59176636958577,2,4114.114311008566
0,4011,0.0007064805632559133,0.40452198132554923,1.588601536483636,2,4155.504302770841
0,4035,0.0007053991785955437,0.4018042062720312,1.6192533062070125,2,4075.5938017350877
0,4048,0.0007064929383963287,0.40108671000347335,1.6160884731048784,2,4062.7851718366815
0,4085,0.0007064949521902341,0.41360940763248244,1.6249035316637022,2,4086.787279521553
0,4122,0.0007065072147753167,0.3525282185327958,1.6123470208477721,2,4223.603590156123
0,4146,0.000731474499945933,0.523855698443566,1.8854995299560455,2,4305.877986958289
0,4159,0.000732568259746718,0.5231382021750082,1.8823346968539114,2,4310.500989308899
0,4196,0.0007065090133916078,0.39248423301980384,1.6252842388334026,2,4093.1174159621723
0,4233,0.0007062616846821234,0.3470971667901285,1.6566536769757056,2,4173.918812787354
0,4270,0.0007062491590713562,0.395789778751256,1.6198440308964432,2,4064.054330222555
0,4294,0.0007315625775275254,0.5245235266288863,1.8780654263295764,2,4277.266896505861
0,4307,0.0007326563373283104,0.5238060303603286,1.8749005932274423,2,4297.085054752539
0,4344,0.0007059990769842878,0.35073072812762185,1.6554382705128532,2,4166.451721375876
0,4368,0.0007315405500946106,0.5051757303155084,1.8911756448303716,2,4245.773489307393
0,4381,0.0007326343098953956,0.5044582340469507,1.8880108117282375,2,4271.780427053004
0,4418,0.0008463241889509565,1.3375855630330977,3.342615546344123,2,5076.5840049602475
0,4442,0.0007049953647203968,0.3960190475029759,1.6017860411091074,2,4047.05028464234
0,4455,0.0007060891245211818,0.39530155123441807,1.5986212080069733,2,4123.823890593405
0,4479,0.0007315203332844457,0.5153452883009968,1.877683155341122,2,4277.247332980168
0,4492,0.0007326140930852306,0.5146277920324389,1.8745183222389878,2,4299.07844305556
0,4516,0.0007050239304201634,0.34577532697090524,1.6027221024594978,2,4180.081100030686
0,4529,0.0007061176902209484,0.3450578307023474,1.5995572693573636,2,4227.862247101994
0,4566,0.0007061537641323,0.38723396286430517,1.6205642592733382,2,4081.842660994985
0,4603,0.0007061562087909835,0.3505186952853786,1.593613243843972,2,4241.500648738459
0,4640,0.0008469353845992685,1.3517289988470182,3.3492648857813223,2,5078.654851308184
0,4677,0.0007061711550844693,0.4027156700095452,1.6224973570068277,2,4078.629133137281
0,4701,0.0008461053685528541,1.2653643468731801,3.391585847313119,2,4957.971545109651
0,4714,0.0008471991283536391,1.2646468506046222,3.3884210142109845,2,4981.633867056728
0,4738,0.000731491659793421,0.48087503171517854,1.8863641366133899,2,4247.068423172412
0,4751,0.000732585419594206,0.4801575354466207,1.8831993035112558,2,4297.888678466039
0,4775,0.0007051241957146726,0.3483688966246705,1.5940500096066041,2,4208.03181490893
0,4788,0.0007062179555154575,0.3476514003561127,1.59088517650447,2,4246.270478562024
0,4812,0.0007051308356088532,0.4016167514720808,1.5871612718682473,2,4109.641643533955
0,4825,0.0007062245954096381,0.400899255203523,1.5839964387661132,2,4137.859027611782
0,4862,0.0007062298857514964,0.34173455325209173,1.6139109704845904,2,4217.66735215172
0,4899,0.0008474709681035869,1.3518053103504872,3.3568539367175045,2,5093.27415762039
0,4936,0.0007062358623114384,0.4086630878531493,1.618370349838539,2,4115.154937055673
0,4973,0.0007325771184473902,0.5244577624750051,1.8998594722395112,2,4316.293877197641
0,5010,0.000732574878382933,0.48089942846022204,1.8983516527757318,2,4240.1780579545
0,5034,0.000706083256285826,0.40988282161185857,1.6233147688498522,2,4127.71164519127
0,5047,0.000707177016086611,0.40916532534330075,1.620149935747718,2,4082.1526592315154
0,5084,0.0007325121579822789,0.47973464089950213,1.8941933756244478,2,4244.44001724025
0,5108,0.0007054376871523911,0.3930760610462349,1.6113529500683494,2,4064.6233051195604
0,5121,0.0007065314469531761,0.39235856477767705,1.6081881169662153,2,4140.00717823206
0,5145,0.0007058232479638035,0.39521493639339045,1.6189018510218884,2,4072.5301778665016
0,5158,0.0007069170077645885,0.3944974401248326,1.6157370179197543,2,4112.858942146078
0,5182,0.0007058241000571087,0.389271739818336,1.620719588929869,2,4044.1053848942065
0,5195,0.0007069178598578937,0.3885542435497782,1.6175547558277348,2,4135.93018219577
0,5219,0.0007058290060855384,0.4056360243842347,1.59843617260486,2,4147.698374553171
