time_ms,V_reference_mV,m_reference,h_reference,n_reference,V_fitted_mV,m_fitted,h_fitted,n_fitted
9.0266667,-73.507103,0.009567,0.408231,0.487743,-72.860596,0.010370,0.408628,0.487232
9.0333333,-73.497276,0.009579,0.408739,0.487346,-72.849426,0.010384,0.409116,0.486844
9.0400000,-73.487427,0.009591,0.409246,0.486950,-72.838242,0.010399,0.409603,0.486456
9.0466667,-73.477562,0.009603,0.409752,0.486555,-72.827034,0.010413,0.410090,0.486069
9.0533333,-73.467674,0.009615,0.410258,0.486160,-72.815811,0.010428,0.410575,0.485682
9.0600000,-73.457771,0.009626,0.410762,0.485766,-72.804565,0.010443,0.411060,0.485296
9.0666667,-73.447845,0.009638,0.411266,0.485372,-72.793304,0.010457,0.411544,0.484911
9.0733333,-73.437904,0.009650,0.411769,0.484979,-72.782021,0.010472,0.412027,0.484526
9.0800000,-73.427940,0.009662,0.412272,0.484586,-72.770721,0.010487,0.412509,0.484141
9.0866667,-73.417961,0.009675,0.412773,0.484194,-72.759399,0.010502,0.412991,0.483758
9.0933333,-73.407959,0.009687,0.413274,0.483802,-72.748062,0.010517,0.413472,0.483374
9.1000000,-73.397934,0.009699,0.413774,0.483411,-72.736702,0.010532,0.413952,0.482992
9.1066667,-73.387894,0.009711,0.414273,0.483021,-72.725327,0.010547,0.414431,0.482610
9.1133333,-73.377831,0.009723,0.414771,0.482631,-72.713928,0.010562,0.414909,0.482228
9.1200000,-73.367752,0.009736,0.415269,0.482242,-72.702515,0.010577,0.415386,0.481847
9.1266667,-73.357651,0.009748,0.415765,0.481853,-72.691078,0.010592,0.415863,0.481467
9.1333333,-73.347534,0.009760,0.416261,0.481465,-72.679619,0.010607,0.416339,0.481087
9.1400000,-73.337395,0.009773,0.416756,0.481078,-72.668144,0.010622,0.416814,0.480708
9.1466667,-73.327240,0.009785,0.417250,0.480691,-72.656647,0.010638,0.417289,0.480330
9.1533333,-73.317062,0.009797,0.417744,0.480304,-72.645134,0.010653,0.417762,0.479952
9.1600000,-73.306870,0.009810,0.418237,0.479918,-72.633598,0.010668,0.418235,0.479574
9.1666667,-73.296654,0.009823,0.418728,0.479533,-72.622047,0.010684,0.418707,0.479197
9.1733333,-73.286423,0.009835,0.419220,0.479148,-72.610474,0.010699,0.419178,0.478821
9.1800000,-73.276169,0.009848,0.419710,0.478764,-72.598885,0.010715,0.419648,0.478445
9.1866667,-73.265900,0.009860,0.420199,0.478381,-72.587273,0.010730,0.420118,0.478070
9.1933333,-73.255608,0.009873,0.420688,0.477998,-72.575645,0.010746,0.420586,0.477696
9.2000000,-73.245293,0.009886,0.421176,0.477615,-72.563995,0.010761,0.421054,0.477322
9.2066667,-73.234962,0.009899,0.421663,0.477233,-72.552330,0.010777,0.421521,0.476948
9.2133333,-73.224609,0.009911,0.422149,0.476852,-72.540649,0.010793,0.421988,0.476575
9.2200000,-73.214241,0.009924,0.422635,0.476471,-72.528946,0.010809,0.422453,0.476203
9.2266667,-73.203850,0.009937,0.423120,0.476091,-72.517227,0.010824,0.422918,0.475831
9.2333333,-73.193443,0.009950,0.423604,0.475711,-72.505486,0.010840,0.423382,0.475460
9.2400000,-73.183014,0.009963,0.424087,0.475332,-72.493729,0.010856,0.423845,0.475090
9.2466667,-73.172569,0.009976,0.424569,0.474954,-72.481949,0.010872,0.424308,0.474720
9.2533333,-73.162102,0.009989,0.425051,0.474576,-72.470154,0.010888,0.424769,0.474350
9.2600000,-73.151619,0.010002,0.425532,0.474198,-72.458336,0.010904,0.425230,0.473981
9.2666667,-73.141113,0.010016,0.426012,0.473821,-72.446503,0.010920,0.425690,0.473613
9.2733333,-73.130592,0.010029,0.426491,0.473445,-72.434647,0.010937,0.426149,0.473245
9.2800000,-73.120049,0.010042,0.426969,0.473069,-72.422775,0.010953,0.426608,0.472878
9.2866667,-73.109489,0.010055,0.427447,0.472694,-72.410881,0.010969,0.427066,0.472511
9.2933333,-73.098907,0.010069,0.427924,0.472320,-72.398972,0.010985,0.427522,0.472145
9.3000000,-73.088310,0.010082,0.428400,0.471946,-72.387039,0.011002,0.427979,0.471780
9.3066667,-73.077690,0.010095,0.428875,0.471572,-72.375092,0.011018,0.428434,0.471415
9.3133333,-73.067047,0.010109,0.429350,0.471199,-72.363121,0.011035,0.428888,0.471050
9.3200000,-73.056389,0.010122,0.429824,0.470827,-72.351135,0.011051,0.429342,0.470687
9.3266667,-73.045708,0.010136,0.430297,0.470455,-72.339134,0.011068,0.429795,0.470323
9.3333333,-73.035011,0.010149,0.430769,0.470084,-72.327110,0.011084,0.430247,0.469961
9.3400000,-73.024292,0.010163,0.431240,0.469713,-72.315071,0.011101,0.430699,0.469599
9.3466667,-73.013557,0.010177,0.431711,0.469343,-72.303009,0.011118,0.431149,0.469237
9.3533333,-73.002800,0.010190,0.432181,0.468973,-72.290932,0.011135,0.431599,0.468876
9.3600000,-72.992027,0.010204,0.432650,0.468604,-72.278831,0.011151,0.432048,0.468516
9.3666667,-72.981232,0.010218,0.433118,0.468235,-72.266716,0.011168,0.432497,0.468156
9.3733333,-72.970421,0.010232,0.433586,0.467867,-72.254578,0.011185,0.432944,0.467797
9.3800000,-72.959587,0.010246,0.434052,0.467500,-72.242424,0.011202,0.433391,0.467438
9.3866667,-72.948738,0.010259,0.434518,0.467133,-72.230255,0.011219,0.433837,0.467080
9.3933333,-72.937866,0.010273,0.434984,0.466767,-72.218063,0.011236,0.434282,0.466722
9.4000000,-72.926979,0.010287,0.435448,0.466401,-72.205856,0.011253,0.434727,0.466365
9.4066667,-72.916069,0.010301,0.435912,0.466036,-72.193626,0.011271,0.435170,0.466008
9.4133333,-72.905144,0.010315,0.436375,0.465671,-72.181381,0.011288,0.435613,0.465652
9.4200000,-72.894196,0.010330,0.436837,0.465307,-72.169113,0.011305,0.436055,0.465297
9.4266667,-72.883224,0.010344,0.437298,0.464944,-72.156830,0.011323,0.436497,0.464942
9.4333333,-72.872238,0.010358,0.437759,0.464581,-72.144531,0.011340,0.436937,0.464588
9.4400000,-72.861229,0.010372,0.438219,0.464218,-72.132210,0.011357,0.437377,0.464234
9.4466667,-72.850204,0.010387,0.438678,0.463856,-72.119873,0.011375,0.437816,0.463881
9.4533333,-72.839157,0.010401,0.439136,0.463495,-72.107513,0.011392,0.438255,0.463529
9.4600000,-72.828094,0.010415,0.439593,0.463134,-72.095139,0.011410,0.438692,0.463176
9.4666667,-72.817009,0.010430,0.440050,0.462774,-72.082748,0.011428,0.439129,0.462825
9.4733333,-72.805908,0.010444,0.440506,0.462414,-72.070335,0.011445,0.439565,0.462474
9.4800000,-72.794785,0.010459,0.440961,0.462055,-72.057907,0.011463,0.440000,0.462124
9.4866667,-72.783646,0.010473,0.441416,0.461696,-72.045464,0.011481,0.440435,0.461774
9.4933333,-72.772484,0.010488,0.441870,0.461338,-72.032997,0.011499,0.440868,0.461425
9.5000000,-72.761307,0.010503,0.442323,0.460981,-72.020515,0.011517,0.441301,0.461076
9.5066667,-72.750107,0.010517,0.442775,0.460624,-72.008011,0.011535,0.441733,0.460728
9.5133333,-72.738892,0.010532,0.443226,0.460267,-71.995491,0.011553,0.442165,0.460380
9.5200000,-72.727654,0.010547,0.443677,0.459911,-71.982956,0.011571,0.442595,0.460033
9.5266667,-72.716400,0.010562,0.444127,0.459556,-71.970398,0.011589,0.443025,0.459686
9.5333333,-72.705124,0.010577,0.444576,0.459201,-71.957825,0.011607,0.443455,0.459341
9.5400000,-72.693832,0.010592,0.445024,0.458847,-71.945236,0.011625,0.443883,0.458995
9.5466667,-72.682518,0.010606,0.445472,0.458493,-71.932625,0.011644,0.444311,0.458650
9.5533333,-72.671188,0.010622,0.445919,0.458140,-71.919998,0.011662,0.444737,0.458306
9.5600000,-72.659836,0.010637,0.446365,0.457787,-71.907349,0.011680,0.445164,0.457962
9.5666667,-72.648468,0.010652,0.446810,0.457435,-71.894684,0.011699,0.445589,0.457619
9.5733333,-72.637077,0.010667,0.447255,0.457084,-71.882004,0.011717,0.446013,0.457276
9.5800000,-72.625671,0.010682,0.447699,0.456733,-71.869301,0.011736,0.446437,0.456934
9.5866667,-72.614243,0.010697,0.448142,0.456382,-71.856583,0.011755,0.446860,0.456593
9.5933333,-72.602798,0.010713,0.448584,0.456032,-71.843849,0.011773,0.447283,0.456252
9.6000000,-72.591331,0.010728,0.449026,0.455683,-71.831093,0.011792,0.447704,0.455911
9.6066667,-72.579849,0.010743,0.449467,0.455334,-71.818321,0.011811,0.448125,0.455571
9.6133333,-72.568344,0.010759,0.449907,0.454986,-71.805534,0.011830,0.448545,0.455232
9.6200000,-72.556824,0.010774,0.450346,0.454638,-71.792725,0.011849,0.448965,0.454893
9.6266667,-72.545280,0.010790,0.450785,0.454291,-71.779900,0.011867,0.449383,0.454555
9.6333333,-72.533722,0.010805,0.451223,0.453944,-71.767059,0.011887,0.449801,0.454217
9.6400000,-72.522141,0.010821,0.451660,0.453598,-71.754204,0.011906,0.450218,0.453880
9.6466667,-72.510544,0.010837,0.452096,0.453252,-71.741325,0.011925,0.450635,0.453543
9.6533333,-72.498924,0.010853,0.452532,0.452907,-71.728432,0.011944,0.451050,0.453207
9.6600000,-72.487289,0.010868,0.452966,0.452562,-71.715523,0.011963,0.451465,0.452872
9.6666667,-72.475632,0.010884,0.453400,0.452218,-71.702591,0.011982,0.451879,0.452537
9.6733333,-72.463959,0.010900,0.453834,0.451875,-71.689644,0.012002,0.452292,0.452202
9.6800000,-72.452263,0.010916,0.454266,0.451532,-71.676682,0.012021,0.452705,0.451868
9.6866667,-72.440552,0.010932,0.454698,0.451190,-71.663696,0.012041,0.453117,0.451535
9.6933333,-72.428818,0.010948,0.455129,0.450848,-71.650696,0.012060,0.453528,0.451202
9.7000000,-72.417068,0.010964,0.455560,0.450506,-71.637680,0.012080,0.453938,0.450870
9.7066667,-72.405296,0.010980,0.455989,0.450166,-71.624649,0.012099,0.454348,0.450538
9.7133333,-72.393509,0.010996,0.456418,0.449825,-71.611595,0.012119,0.454757,0.450207
9.7200000,-72.381699,0.011012,0.456847,0.449486,-71.598526,0.012139,0.455165,0.449876
9.7266667,-72.369873,0.011029,0.457274,0.449146,-71.585442,0.012159,0.455573,0.449546
9.7333333,-72.358025,0.011045,0.457701,0.448808,-71.572342,0.012178,0.455979,0.449217
9.7400000,-72.346161,0.011061,0.458127,0.448470,-71.559219,0.012198,0.456385,0.448888
9.7466667,-72.334282,0.011078,0.458552,0.448132,-71.546082,0.012218,0.456791,0.448559
9.7533333,-72.322380,0.011094,0.458976,0.447795,-71.532928,0.012238,0.457195,0.448231
9.7600000,-72.310463,0.011111,0.459400,0.447458,-71.519760,0.012259,0.457599,0.447904
9.7666667,-72.298523,0.011127,0.459823,0.447122,-71.506569,0.012279,0.458002,0.447577
9.7733333,-72.286568,0.011144,0.460245,0.446787,-71.493362,0.012299,0.458404,0.447251
9.7800000,-72.274590,0.011161,0.460667,0.446452,-71.480141,0.012319,0.458806,0.446925
9.7866667,-72.262596,0.011177,0.461088,0.446118,-71.466904,0.012340,0.459206,0.446600
9.7933333,-72.250580,0.011194,0.461508,0.445784,-71.453644,0.012360,0.459607,0.446275
9.8000000,-72.238548,0.011211,0.461927,0.445450,-71.440369,0.012380,0.460006,0.445951
9.8066667,-72.226494,0.011228,0.462345,0.445117,-71.427078,0.012401,0.460405,0.445627
9.8133333,-72.214424,0.011245,0.462763,0.444785,-71.413773,0.012421,0.460802,0.445304
9.8200000,-72.202332,0.011262,0.463180,0.444453,-71.400452,0.012442,0.461200,0.444981
9.8266667,-72.190224,0.011279,0.463597,0.444122,-71.387108,0.012463,0.461596,0.444659
9.8333333,-72.178101,0.011296,0.464013,0.443791,-71.373749,0.012483,0.461992,0.444338
9.8400000,-72.165955,0.011313,0.464427,0.443461,-71.360374,0.012504,0.462387,0.444017
9.8466667,-72.153793,0.011330,0.464842,0.443132,-71.346985,0.012525,0.462781,0.443696
9.8533333,-72.141609,0.011347,0.465255,0.442802,-71.333580,0.012546,0.463175,0.443376
9.8600000,-72.129410,0.011365,0.465668,0.442474,-71.320152,0.012567,0.463567,0.443057
9.8666667,-72.117188,0.011382,0.466080,0.442146,-71.306709,0.012588,0.463959,0.442738
9.8733333,-72.104950,0.011399,0.466491,0.441818,-71.293251,0.012609,0.464351,0.442420
9.8800000,-72.092697,0.011417,0.466902,0.441491,-71.279778,0.012630,0.464741,0.442102
9.8866667,-72.080421,0.011434,0.467312,0.441165,-71.266289,0.012652,0.465131,0.441785
9.8933333,-72.068130,0.011452,0.467721,0.440839,-71.252785,0.012673,0.465520,0.441468
9.9000000,-72.055817,0.011469,0.468129,0.440513,-71.239258,0.012694,0.465909,0.441152
9.9066667,-72.043488,0.011487,0.468537,0.440188,-71.225716,0.012716,0.466297,0.440836
9.9133333,-72.031136,0.011505,0.468944,0.439864,-71.212158,0.012737,0.466684,0.440521
9.9200000,-72.018768,0.011523,0.469350,0.439540,-71.198586,0.012759,0.467070,0.440207
9.9266667,-72.006386,0.011540,0.469755,0.439217,-71.184998,0.012780,0.467456,0.439893
9.9333333,-71.993980,0.011558,0.470160,0.438894,-71.171394,0.012802,0.467840,0.439579
9.9400000,-71.981560,0.011576,0.470564,0.438571,-71.157776,0.012824,0.468225,0.439266
9.9466667,-71.969116,0.011594,0.470968,0.438250,-71.144142,0.012845,0.468608,0.438954
9.9533333,-71.956657,0.011612,0.471370,0.437928,-71.130486,0.012867,0.468991,0.438642
9.9600000,-71.944176,0.011630,0.471772,0.437608,-71.116814,0.012889,0.469373,0.438331
9.9666667,-71.931679,0.011648,0.472173,0.437287,-71.103127,0.012911,0.469754,0.438020
9.9733333,-71.919167,0.011666,0.472574,0.436968,-71.089424,0.012933,0.470135,0.437709
9.9800000,-71.906631,0.011685,0.472974,0.436649,-71.075706,0.012955,0.470514,0.437400
9.9866667,-71.894081,0.011703,0.473373,0.436330,-71.061974,0.012977,0.470894,0.437090
9.9933333,-71.881508,0.011721,0.473771,0.436012,-71.048225,0.013000,0.471272,0.436782
