time_ms,V_reference_mV,m_reference,h_reference,n_reference,V_fitted_mV,m_fitted,h_fitted,n_fitted
7.0933333,-75.589951,0.007385,0.223766,0.628887,-75.289680,0.007658,0.229784,0.626266
7.1000000,-75.585228,0.007388,0.224540,0.628303,-75.283928,0.007663,0.230540,0.625689
7.1066667,-75.580482,0.007392,0.225313,0.627720,-75.278160,0.007668,0.231294,0.625112
7.1133333,-75.575722,0.007395,0.226086,0.627138,-75.272377,0.007673,0.232048,0.624537
7.1200000,-75.570938,0.007399,0.226857,0.626556,-75.266571,0.007678,0.232800,0.623962
7.1266667,-75.566139,0.007403,0.227627,0.625975,-75.260750,0.007683,0.233552,0.623387
7.1333333,-75.561325,0.007406,0.228396,0.625395,-75.254913,0.007688,0.234302,0.622814
7.1400000,-75.556488,0.007410,0.229165,0.624816,-75.249062,0.007694,0.235052,0.622241
7.1466667,-75.551636,0.007414,0.229932,0.624237,-75.243195,0.007699,0.235800,0.621669
7.1533333,-75.546768,0.007418,0.230698,0.623659,-75.237305,0.007705,0.236548,0.621098
7.1600000,-75.541878,0.007422,0.231463,0.623082,-75.231400,0.007710,0.237294,0.620527
7.1666667,-75.536972,0.007426,0.232227,0.622506,-75.225479,0.007715,0.238039,0.619957
7.1733333,-75.532051,0.007430,0.232990,0.621930,-75.219543,0.007721,0.238783,0.619388
7.1800000,-75.527115,0.007434,0.233752,0.621355,-75.213585,0.007726,0.239527,0.618820
7.1866667,-75.522156,0.007438,0.234513,0.620781,-75.207611,0.007732,0.240269,0.618252
7.1933333,-75.517181,0.007442,0.235273,0.620207,-75.201622,0.007738,0.241010,0.617685
7.2000000,-75.512192,0.007447,0.236032,0.619634,-75.195618,0.007743,0.241750,0.617119
7.2066667,-75.507187,0.007451,0.236790,0.619062,-75.189590,0.007749,0.242489,0.616553
7.2133333,-75.502159,0.007455,0.237547,0.618491,-75.183548,0.007755,0.243227,0.615988
7.2200000,-75.497116,0.007460,0.238302,0.617920,-75.177490,0.007760,0.243964,0.615424
7.2266667,-75.492058,0.007464,0.239057,0.617350,-75.171417,0.007766,0.244700,0.614861
7.2333333,-75.486984,0.007469,0.239811,0.616781,-75.165329,0.007772,0.245435,0.614298
7.2400000,-75.481895,0.007473,0.240564,0.616212,-75.159218,0.007778,0.246169,0.613736
7.2466667,-75.476791,0.007478,0.241316,0.615644,-75.153091,0.007784,0.246902,0.613175
7.2533333,-75.471672,0.007482,0.242066,0.615077,-75.146950,0.007789,0.247634,0.612614
7.2600000,-75.466530,0.007487,0.242816,0.614511,-75.140793,0.007795,0.248365,0.612055
7.2666667,-75.461372,0.007491,0.243565,0.613945,-75.134613,0.007801,0.249095,0.611496
7.2733333,-75.456200,0.007496,0.244313,0.613380,-75.128418,0.007807,0.249824,0.610937
7.2800000,-75.451012,0.007501,0.245059,0.612816,-75.122208,0.007813,0.250552,0.610380
7.2866667,-75.445808,0.007505,0.245805,0.612252,-75.115982,0.007819,0.251278,0.609823
7.2933333,-75.440590,0.007510,0.246550,0.611689,-75.109734,0.007825,0.252004,0.609267
7.3000000,-75.435356,0.007515,0.247293,0.611127,-75.103470,0.007831,0.252729,0.608711
7.3066667,-75.430107,0.007520,0.248036,0.610566,-75.097191,0.007837,0.253453,0.608157
7.3133333,-75.424835,0.007525,0.248777,0.610005,-75.090897,0.007844,0.254175,0.607602
7.3200000,-75.419548,0.007529,0.249518,0.609445,-75.084579,0.007850,0.254897,0.607049
7.3266667,-75.414246,0.007534,0.250258,0.608886,-75.078247,0.007856,0.255618,0.606497
7.3333333,-75.408928,0.007539,0.250996,0.608327,-75.071899,0.007862,0.256338,0.605945
7.3400000,-75.403595,0.007544,0.251734,0.607769,-75.065536,0.007868,0.257056,0.605393
7.3466667,-75.398247,0.007549,0.252471,0.607212,-75.059158,0.007875,0.257774,0.604843
7.3533333,-75.392883,0.007554,0.253206,0.606656,-75.052757,0.007881,0.258491,0.604293
7.3600000,-75.387505,0.007559,0.253941,0.606100,-75.046341,0.007887,0.259206,0.603744
7.3666667,-75.382111,0.007564,0.254674,0.605545,-75.039909,0.007894,0.259921,0.603196
7.3733333,-75.376701,0.007569,0.255407,0.604991,-75.033455,0.007900,0.260635,0.602648
7.3800000,-75.371277,0.007574,0.256138,0.604437,-75.026985,0.007906,0.261347,0.602101
7.3866667,-75.365829,0.007579,0.256869,0.603884,-75.020500,0.007913,0.262059,0.601555
7.3933333,-75.360367,0.007584,0.257599,0.603332,-75.014000,0.007919,0.262769,0.601009
7.4000000,-75.354889,0.007590,0.258327,0.602780,-75.007477,0.007926,0.263479,0.600465
7.4066667,-75.349396,0.007595,0.259055,0.602230,-75.000938,0.007932,0.264188,0.599920
7.4133333,-75.343887,0.007600,0.259781,0.601679,-74.994385,0.007938,0.264895,0.599377
7.4200000,-75.338364,0.007605,0.260507,0.601130,-74.987816,0.007945,0.265602,0.598834
7.4266667,-75.332825,0.007610,0.261231,0.600581,-74.981224,0.007952,0.266308,0.598292
7.4333333,-75.327271,0.007616,0.261955,0.600033,-74.974617,0.007958,0.267012,0.597751
7.4400000,-75.321701,0.007621,0.262678,0.599486,-74.967995,0.007965,0.267716,0.597210
7.4466667,-75.316116,0.007626,0.263399,0.598939,-74.961349,0.007971,0.268418,0.596670
7.4533333,-75.310516,0.007631,0.264120,0.598393,-74.954689,0.007978,0.269120,0.596131
7.4600000,-75.304901,0.007637,0.264839,0.597848,-74.948013,0.007985,0.269821,0.595593
7.4666667,-75.299271,0.007642,0.265558,0.597303,-74.941322,0.007991,0.270520,0.595055
7.4733333,-75.293617,0.007648,0.266276,0.596760,-74.934608,0.007998,0.271219,0.594518
7.4800000,-75.287949,0.007653,0.266992,0.596216,-74.927879,0.008005,0.271917,0.593981
7.4866667,-75.282265,0.007658,0.267708,0.595674,-74.921135,0.008012,0.272613,0.593446
7.4933333,-75.276566,0.007664,0.268423,0.595132,-74.914368,0.008018,0.273309,0.592911
7.5000000,-75.270851,0.007669,0.269136,0.594591,-74.907585,0.008025,0.274004,0.592376
7.5066667,-75.265121,0.007675,0.269849,0.594051,-74.900787,0.008032,0.274697,0.591843
7.5133333,-75.259377,0.007680,0.270561,0.593511,-74.893967,0.008039,0.275390,0.591310
7.5200000,-75.253616,0.007686,0.271271,0.592972,-74.887131,0.008046,0.276082,0.590778
7.5266667,-75.247841,0.007691,0.271981,0.592434,-74.880280,0.008053,0.276772,0.590246
7.5333333,-75.242050,0.007697,0.272690,0.591896,-74.873413,0.008060,0.277462,0.589715
7.5400000,-75.236244,0.007703,0.273398,0.591359,-74.866524,0.008066,0.278151,0.589185
7.5466667,-75.230415,0.007708,0.274105,0.590823,-74.859619,0.008073,0.278839,0.588656
7.5533333,-75.224571,0.007714,0.274810,0.590287,-74.852699,0.008080,0.279525,0.588127
7.5600000,-75.218712,0.007719,0.275515,0.589752,-74.845757,0.008088,0.280211,0.587599
7.5666667,-75.212837,0.007725,0.276219,0.589218,-74.838799,0.008095,0.280896,0.587071
7.5733333,-75.206947,0.007731,0.276922,0.588684,-74.831825,0.008102,0.281580,0.586545
7.5800000,-75.201042,0.007737,0.277624,0.588152,-74.824829,0.008109,0.282263,0.586019
7.5866667,-75.195122,0.007742,0.278325,0.587619,-74.817818,0.008116,0.282944,0.585493
7.5933333,-75.189186,0.007748,0.279025,0.587088,-74.810791,0.008123,0.283625,0.584969
7.6000000,-75.183235,0.007754,0.279724,0.586557,-74.803741,0.008130,0.284305,0.584445
7.6066667,-75.177261,0.007760,0.280422,0.586027,-74.796677,0.008137,0.284984,0.583921
7.6133333,-75.171272,0.007765,0.281119,0.585498,-74.789589,0.008145,0.285662,0.583399
7.6200000,-75.165268,0.007771,0.281815,0.584969,-74.782486,0.008152,0.286339,0.582877
7.6266667,-75.159248,0.007777,0.282510,0.584441,-74.775368,0.008159,0.287015,0.582356
7.6333333,-75.153214,0.007783,0.283204,0.583913,-74.768227,0.008166,0.287690,0.581835
7.6400000,-75.147163,0.007789,0.283897,0.583387,-74.761070,0.008174,0.288364,0.581316
7.6466667,-75.141098,0.007795,0.284589,0.582861,-74.753899,0.008181,0.289037,0.580796
7.6533333,-75.135010,0.007801,0.285281,0.582335,-74.746704,0.008189,0.289709,0.580278
7.6600000,-75.128906,0.007807,0.285971,0.581811,-74.739494,0.008196,0.290380,0.579760
7.6666667,-75.122787,0.007813,0.286660,0.581287,-74.732269,0.008203,0.291051,0.579243
7.6733333,-75.116653,0.007819,0.287349,0.580763,-74.725021,0.008211,0.291720,0.578727
7.6800000,-75.110504,0.007825,0.288036,0.580241,-74.717758,0.008218,0.292388,0.578211
7.6866667,-75.104340,0.007831,0.288722,0.579719,-74.710480,0.008226,0.293055,0.577696
7.6933333,-75.098160,0.007837,0.289408,0.579197,-74.703178,0.008233,0.293721,0.577181
7.7000000,-75.091957,0.007843,0.290092,0.578677,-74.695862,0.008241,0.294387,0.576668
7.7066667,-75.085739,0.007849,0.290776,0.578157,-74.688522,0.008248,0.295051,0.576155
7.7133333,-75.079506,0.007855,0.291458,0.577638,-74.681168,0.008256,0.295715,0.575642
7.7200000,-75.073257,0.007861,0.292140,0.577119,-74.673798,0.008264,0.296377,0.575131
7.7266667,-75.066994,0.007868,0.292821,0.576601,-74.666405,0.008271,0.297038,0.574620
7.7333333,-75.060715,0.007874,0.293500,0.576084,-74.658997,0.008279,0.297699,0.574109
7.7400000,-75.054420,0.007880,0.294179,0.575567,-74.651566,0.008287,0.298359,0.573600
7.7466667,-75.048103,0.007886,0.294857,0.575051,-74.644119,0.008295,0.299017,0.573091
7.7533333,-75.041771,0.007893,0.295534,0.574536,-74.636658,0.008302,0.299675,0.572582
7.7600000,-75.035423,0.007899,0.296209,0.574021,-74.629173,0.008310,0.300331,0.572075
7.7666667,-75.029060,0.007905,0.296884,0.573507,-74.621674,0.008318,0.300987,0.571568
7.7733333,-75.022682,0.007912,0.297558,0.572994,-74.614151,0.008326,0.301642,0.571061
7.7800000,-75.016281,0.007918,0.298231,0.572482,-74.606613,0.008334,0.302296,0.570556
7.7866667,-75.009865,0.007924,0.298903,0.571970,-74.599060,0.008341,0.302948,0.570051
7.7933333,-75.003433,0.007931,0.299574,0.571458,-74.591484,0.008349,0.303600,0.569547
7.8000000,-74.996986,0.007937,0.300245,0.570948,-74.583893,0.008357,0.304251,0.569043
7.8066667,-74.990524,0.007943,0.300914,0.570438,-74.576279,0.008365,0.304901,0.568540
7.8133333,-74.984047,0.007950,0.301582,0.569929,-74.568649,0.008373,0.305550,0.568038
7.8200000,-74.977547,0.007956,0.302249,0.569420,-74.560997,0.008381,0.306198,0.567536
7.8266667,-74.971031,0.007963,0.302916,0.568912,-74.553329,0.008389,0.306846,0.567035
7.8333333,-74.964500,0.007969,0.303581,0.568405,-74.545647,0.008398,0.307492,0.566535
7.8400000,-74.957954,0.007976,0.304246,0.567898,-74.537941,0.008406,0.308137,0.566035
7.8466667,-74.951385,0.007983,0.304909,0.567392,-74.530220,0.008414,0.308781,0.565536
7.8533333,-74.944801,0.007989,0.305572,0.566887,-74.522476,0.008422,0.309425,0.565038
7.8600000,-74.938202,0.007996,0.306233,0.566382,-74.514717,0.008430,0.310067,0.564541
7.8666667,-74.931587,0.008002,0.306894,0.565878,-74.506935,0.008438,0.310708,0.564044
7.8733333,-74.924957,0.008009,0.307554,0.565375,-74.499138,0.008447,0.311349,0.563547
7.8800000,-74.918304,0.008016,0.308213,0.564872,-74.491325,0.008455,0.311988,0.563052
7.8866667,-74.911636,0.008022,0.308871,0.564370,-74.483490,0.008463,0.312627,0.562557
7.8933333,-74.904953,0.008029,0.309528,0.563869,-74.475639,0.008472,0.313265,0.562063
7.9000000,-74.898254,0.008036,0.310184,0.563368,-74.467766,0.008480,0.313901,0.561569
7.9066667,-74.891541,0.008043,0.310839,0.562868,-74.459877,0.008488,0.314537,0.561076
7.9133333,-74.884804,0.008050,0.311493,0.562369,-74.451965,0.008497,0.315172,0.560584
7.9200000,-74.878052,0.008056,0.312146,0.561870,-74.444038,0.008505,0.315806,0.560092
7.9266667,-74.871284,0.008063,0.312798,0.561372,-74.436089,0.008514,0.316439,0.559601
7.9333333,-74.864502,0.008070,0.313450,0.560875,-74.428123,0.008522,0.317071,0.559111
7.9400000,-74.857697,0.008077,0.314100,0.560378,-74.420143,0.008531,0.317702,0.558621
7.9466667,-74.850876,0.008084,0.314750,0.559882,-74.412140,0.008539,0.318332,0.558132
7.9533333,-74.844040,0.008091,0.315398,0.559386,-74.404121,0.008548,0.318961,0.557644
7.9600000,-74.837189,0.008098,0.316046,0.558892,-74.396080,0.008556,0.319590,0.557156
7.9666667,-74.830315,0.008105,0.316692,0.558397,-74.388023,0.008565,0.320217,0.556669
7.9733333,-74.823425,0.008112,0.317338,0.557904,-74.379944,0.008574,0.320843,0.556183
7.9800000,-74.816521,0.008119,0.317983,0.557411,-74.371849,0.008582,0.321469,0.555697
7.9866667,-74.809593,0.008126,0.318627,0.556919,-74.363731,0.008591,0.322094,0.555212
7.9933333,-74.802650,0.008133,0.319270,0.556427,-74.355598,0.008600,0.322717,0.554727
8.0000000,-74.795692,0.008140,0.319912,0.555936,-74.347443,0.008609,0.323340,0.554244
8.0066667,-74.788719,0.008147,0.320553,0.555446,-74.339272,0.008618,0.323962,0.553761
8.0133333,-74.781723,0.008154,0.321193,0.554956,-74.331078,0.008626,0.324582,0.553278
8.0200000,-74.774712,0.008162,0.321833,0.554467,-74.322868,0.008635,0.325202,0.552796
8.0266667,-74.767685,0.008169,0.322471,0.553979,-74.314636,0.008644,0.325821,0.552315
8.0333333,-74.760643,0.008176,0.323108,0.553491,-74.306389,0.008653,0.326439,0.551835
8.0400000,-74.753578,0.008183,0.323745,0.553004,-74.298119,0.008662,0.327057,0.551355
8.0466667,-74.746498,0.008190,0.324381,0.552518,-74.289833,0.008671,0.327673,0.550876
8.0533333,-74.739403,0.008198,0.325015,0.552032,-74.281525,0.008680,0.328288,0.550397
8.0600000,-74.732285,0.008205,0.325649,0.551547,-74.273201,0.008689,0.328903,0.549919
8.0666667,-74.725151,0.008212,0.326282,0.551063,-74.264854,0.008698,0.329516,0.549442
8.0733333,-74.718002,0.008220,0.326914,0.550579,-74.256493,0.008707,0.330128,0.548965
8.0800000,-74.710838,0.008227,0.327545,0.550096,-74.248108,0.008717,0.330740,0.548489
8.0866667,-74.703651,0.008235,0.328175,0.549613,-74.239708,0.008726,0.331351,0.548014
8.0933333,-74.696449,0.008242,0.328804,0.549131,-74.231285,0.008735,0.331961,0.547539
8.1000000,-74.689232,0.008250,0.329433,0.548650,-74.222847,0.008744,0.332569,0.547065
8.1066667,-74.681992,0.008257,0.330060,0.548169,-74.214386,0.008754,0.333177,0.546592
8.1133333,-74.674736,0.008265,0.330686,0.547689,-74.205910,0.008763,0.333784,0.546119
8.1200000,-74.667465,0.008272,0.331312,0.547210,-74.197411,0.008772,0.334390,0.545647
8.1266667,-74.660172,0.008280,0.331937,0.546731,-74.188896,0.008782,0.334996,0.545176
8.1333333,-74.652863,0.008287,0.332560,0.546253,-74.180359,0.008791,0.335600,0.544705
8.1400000,-74.645538,0.008295,0.333183,0.545776,-74.171806,0.008800,0.336203,0.544235
8.1466667,-74.638191,0.008303,0.333805,0.545299,-74.163231,0.008810,0.336806,0.543765
8.1533333,-74.630829,0.008310,0.334426,0.544823,-74.154640,0.008819,0.337407,0.543296
8.1600000,-74.623451,0.008318,0.335046,0.544347,-74.146027,0.008829,0.338008,0.542828
8.1666667,-74.616051,0.008326,0.335665,0.543872,-74.137398,0.008838,0.338608,0.542360
8.1733333,-74.608635,0.008333,0.336284,0.543398,-74.128746,0.008848,0.339207,0.541893
8.1800000,-74.601204,0.008341,0.336901,0.542924,-74.120079,0.008858,0.339804,0.541427
8.1866667,-74.593750,0.008349,0.337518,0.542451,-74.111389,0.008867,0.340401,0.540961
8.1933333,-74.586281,0.008357,0.338133,0.541979,-74.102684,0.008877,0.340998,0.540496
8.2000000,-74.578796,0.008365,0.338748,0.541507,-74.093956,0.008887,0.341593,0.540032
8.2066667,-74.571289,0.008373,0.339362,0.541036,-74.085213,0.008896,0.342187,0.539568
8.2133333,-74.563766,0.008380,0.339975,0.540566,-74.076447,0.008906,0.342780,0.539105
8.2200000,-74.556229,0.008388,0.340587,0.540096,-74.067665,0.008916,0.343373,0.538643
8.2266667,-74.548668,0.008396,0.341198,0.539626,-74.058861,0.008926,0.343964,0.538181
8.2333333,-74.541092,0.008404,0.341808,0.539158,-74.050041,0.008936,0.344555,0.537719
8.2400000,-74.533501,0.008412,0.342417,0.538690,-74.041199,0.008946,0.345145,0.537259
8.2466667,-74.525887,0.008420,0.343026,0.538223,-74.032333,0.008956,0.345734,0.536799
8.2533333,-74.518257,0.008428,0.343633,0.537756,-74.023453,0.008965,0.346322,0.536340
8.2600000,-74.510612,0.008437,0.344240,0.537290,-74.014549,0.008975,0.346909,0.535881
8.2666667,-74.502945,0.008445,0.344845,0.536824,-74.005630,0.008986,0.347495,0.535423
8.2733333,-74.495262,0.008453,0.345450,0.536359,-73.996689,0.008996,0.348080,0.534965
8.2800000,-74.487556,0.008461,0.346054,0.535895,-73.987732,0.009006,0.348665,0.534509
8.2866667,-74.479836,0.008469,0.346657,0.535432,-73.978752,0.009016,0.349248,0.534052
8.2933333,-74.472099,0.008477,0.347259,0.534969,-73.969757,0.009026,0.349831,0.533597
8.3000000,-74.464340,0.008486,0.347861,0.534506,-73.960739,0.009036,0.350413,0.533142
8.3066667,-74.456566,0.008494,0.348461,0.534045,-73.951706,0.009046,0.350993,0.532688
8.3133333,-74.448776,0.008502,0.349061,0.533584,-73.942650,0.009057,0.351573,0.532234
8.3200000,-74.440964,0.008511,0.349659,0.533123,-73.933571,0.009067,0.352152,0.531781
8.3266667,-74.433136,0.008519,0.350257,0.532663,-73.924477,0.009077,0.352730,0.531329
8.3333333,-74.425285,0.008527,0.350854,0.532204,-73.915359,0.009088,0.353308,0.530877
8.3400000,-74.417419,0.008536,0.351450,0.531745,-73.906227,0.009098,0.353884,0.530426
8.3466667,-74.409538,0.008544,0.352045,0.531287,-73.897072,0.009109,0.354460,0.529975
8.3533333,-74.401634,0.008553,0.352639,0.530830,-73.887901,0.009119,0.355034,0.529525
8.3600000,-74.393715,0.008561,0.353232,0.530373,-73.878708,0.009130,0.355608,0.529076
8.3666667,-74.385773,0.008570,0.353825,0.529917,-73.869499,0.009140,0.356181,0.528628
8.3733333,-74.377815,0.008578,0.354416,0.529462,-73.860268,0.009151,0.356753,0.528180
8.3800000,-74.369843,0.008587,0.355007,0.529007,-73.851013,0.009161,0.357324,0.527732
8.3866667,-74.361847,0.008595,0.355597,0.528552,-73.841743,0.009172,0.357894,0.527285
8.3933333,-74.353836,0.008604,0.356185,0.528099,-73.832451,0.009183,0.358463,0.526839
8.4000000,-74.345802,0.008613,0.356773,0.527646,-73.823143,0.009193,0.359031,0.526394
8.4066667,-74.337753,0.008621,0.357361,0.527193,-73.813812,0.009204,0.359599,0.525949
8.4133333,-74.329689,0.008630,0.357947,0.526742,-73.804466,0.009215,0.360166,0.525505
8.4200000,-74.321602,0.008639,0.358532,0.526290,-73.795097,0.009226,0.360731,0.525061
8.4266667,-74.313499,0.008648,0.359117,0.525840,-73.785713,0.009236,0.361296,0.524618
8.4333333,-74.305374,0.008657,0.359700,0.525390,-73.776306,0.009247,0.361860,0.524176
8.4400000,-74.297234,0.008665,0.360283,0.524940,-73.766876,0.009258,0.362423,0.523734
8.4466667,-74.289070,0.008674,0.360865,0.524492,-73.757431,0.009269,0.362985,0.523293
8.4533333,-74.280891,0.008683,0.361446,0.524044,-73.747963,0.009280,0.363547,0.522852
8.4600000,-74.272697,0.008692,0.362026,0.523596,-73.738480,0.009291,0.364107,0.522412
8.4666667,-74.264481,0.008701,0.362605,0.523149,-73.728973,0.009302,0.364667,0.521973
8.4733333,-74.256248,0.008710,0.363184,0.522703,-73.719452,0.009313,0.365226,0.521534
8.4800000,-74.247993,0.008719,0.363761,0.522257,-73.709908,0.009325,0.365784,0.521096
8.4866667,-74.239723,0.008728,0.364338,0.521812,-73.700340,0.009336,0.366340,0.520659
8.4933333,-74.231430,0.008737,0.364914,0.521368,-73.690758,0.009347,0.366897,0.520222
8.5000000,-74.223122,0.008746,0.365489,0.520924,-73.681152,0.009358,0.367452,0.519786
8.5066667,-74.214798,0.008755,0.366063,0.520480,-73.671532,0.009369,0.368006,0.519350
8.5133333,-74.206451,0.008765,0.366636,0.520038,-73.661888,0.009381,0.368560,0.518915
8.5200000,-74.198090,0.008774,0.367208,0.519596,-73.652229,0.009392,0.369112,0.518481
8.5266667,-74.189705,0.008783,0.367780,0.519154,-73.642548,0.009404,0.369664,0.518047
8.5333333,-74.181305,0.008792,0.368350,0.518714,-73.632851,0.009415,0.370215,0.517614
8.5400000,-74.172882,0.008802,0.368920,0.518273,-73.623131,0.009426,0.370765,0.517181
8.5466667,-74.164444,0.008811,0.369489,0.517834,-73.613388,0.009438,0.371314,0.516749
8.5533333,-74.155983,0.008820,0.370057,0.517395,-73.603630,0.009449,0.371863,0.516318
8.5600000,-74.147507,0.008830,0.370624,0.516956,-73.593849,0.009461,0.372410,0.515887
8.5666667,-74.139015,0.008839,0.371191,0.516519,-73.584053,0.009473,0.372957,0.515457
8.5733333,-74.130501,0.008848,0.371756,0.516081,-73.574234,0.009484,0.373502,0.515028
8.5800000,-74.121971,0.008858,0.372321,0.515645,-73.564392,0.009496,0.374047,0.514599
8.5866667,-74.113419,0.008867,0.372884,0.515209,-73.554535,0.009508,0.374591,0.514171
8.5933333,-74.104851,0.008877,0.373447,0.514773,-73.544655,0.009519,0.375134,0.513743
8.6000000,-74.096260,0.008886,0.374009,0.514339,-73.534760,0.009531,0.375677,0.513316
8.6066667,-74.087654,0.008896,0.374570,0.513904,-73.524841,0.009543,0.376218,0.512890
8.6133333,-74.079025,0.008906,0.375131,0.513471,-73.514908,0.009555,0.376758,0.512464
8.6200000,-74.070381,0.008915,0.375690,0.513038,-73.504951,0.009567,0.377298,0.512039
8.6266667,-74.061714,0.008925,0.376249,0.512605,-73.494972,0.009579,0.377837,0.511614
8.6333333,-74.053032,0.008935,0.376806,0.512174,-73.484978,0.009591,0.378375,0.511190
8.6400000,-74.044334,0.008945,0.377363,0.511743,-73.474960,0.009603,0.378912,0.510767
8.6466667,-74.035614,0.008954,0.377919,0.511312,-73.464928,0.009615,0.379448,0.510344
8.6533333,-74.026878,0.008964,0.378475,0.510882,-73.454872,0.009627,0.379984,0.509922
8.6600000,-74.018120,0.008974,0.379029,0.510453,-73.444801,0.009639,0.380518,0.509500
8.6666667,-74.009346,0.008984,0.379582,0.510024,-73.434708,0.009651,0.381052,0.509079
8.6733333,-74.000549,0.008994,0.380135,0.509596,-73.424591,0.009664,0.381585,0.508659
8.6800000,-73.991737,0.009004,0.380687,0.509168,-73.414459,0.009676,0.382117,0.508239
8.6866667,-73.982903,0.009014,0.381238,0.508741,-73.404305,0.009688,0.382648,0.507820
8.6933333,-73.974052,0.009024,0.381788,0.508315,-73.394135,0.009700,0.383179,0.507401
8.7000000,-73.965179,0.009034,0.382337,0.507889,-73.383942,0.009713,0.383708,0.506983
8.7066667,-73.956291,0.009044,0.382886,0.507464,-73.373734,0.009725,0.384237,0.506566
8.7133333,-73.947380,0.009054,0.383433,0.507039,-73.363503,0.009738,0.384764,0.506149
8.7200000,-73.938454,0.009064,0.383980,0.506615,-73.353249,0.009750,0.385291,0.505733
8.7266667,-73.929504,0.009074,0.384526,0.506191,-73.342979,0.009763,0.385817,0.505318
8.7333333,-73.920540,0.009084,0.385071,0.505769,-73.332687,0.009775,0.386343,0.504903
8.7400000,-73.911552,0.009095,0.385615,0.505346,-73.322380,0.009788,0.386867,0.504488
8.7466667,-73.902550,0.009105,0.386158,0.504925,-73.312050,0.009801,0.387391,0.504074
8.7533333,-73.893524,0.009115,0.386701,0.504504,-73.301704,0.009813,0.387913,0.503661
8.7600000,-73.884483,0.009126,0.387243,0.504083,-73.291336,0.009826,0.388435,0.503249
8.7666667,-73.875420,0.009136,0.387784,0.503663,-73.280945,0.009839,0.388956,0.502837
8.7733333,-73.866341,0.009146,0.388324,0.503244,-73.270538,0.009852,0.389476,0.502425
8.7800000,-73.857239,0.009157,0.388863,0.502825,-73.260109,0.009865,0.389996,0.502015
8.7866667,-73.848122,0.009167,0.389401,0.502407,-73.249664,0.009877,0.390514,0.501605
8.7933333,-73.838982,0.009178,0.389939,0.501990,-73.239197,0.009890,0.391032,0.501195
8.8000000,-73.829826,0.009188,0.390475,0.501573,-73.228714,0.009903,0.391549,0.500786
8.8066667,-73.820648,0.009199,0.391011,0.501156,-73.218208,0.009916,0.392065,0.500378
8.8133333,-73.811455,0.009209,0.391546,0.500740,-73.207687,0.009929,0.392580,0.499970
8.8200000,-73.802238,0.009220,0.392080,0.500325,-73.197144,0.009943,0.393094,0.499563
8.8266667,-73.793007,0.009231,0.392614,0.499911,-73.186577,0.009956,0.393608,0.499156
8.8333333,-73.783752,0.009241,0.393146,0.499497,-73.175995,0.009969,0.394120,0.498750
8.8400000,-73.774483,0.009252,0.393678,0.499083,-73.165390,0.009982,0.394632,0.498345
8.8466667,-73.765190,0.009263,0.394209,0.498670,-73.154770,0.009995,0.395143,0.497940
8.8533333,-73.755882,0.009274,0.394739,0.498258,-73.144127,0.010009,0.395653,0.497536
8.8600000,-73.746552,0.009285,0.395268,0.497846,-73.133469,0.010022,0.396163,0.497132
8.8666667,-73.737206,0.009295,0.395796,0.497435,-73.122787,0.010035,0.396671,0.496729
8.8733333,-73.727837,0.009306,0.396324,0.497025,-73.112083,0.010049,0.397179,0.496327
8.8800000,-73.718452,0.009317,0.396851,0.496615,-73.101364,0.010062,0.397686,0.495925
8.8866667,-73.709045,0.009328,0.397376,0.496206,-73.090622,0.010076,0.398192,0.495524
8.8933333,-73.699623,0.009339,0.397902,0.495797,-73.079865,0.010089,0.398697,0.495123
8.9000000,-73.690178,0.009350,0.398426,0.495389,-73.069084,0.010103,0.399201,0.494723
8.9066667,-73.680717,0.009361,0.398949,0.494981,-73.058289,0.010117,0.399705,0.494323
8.9133333,-73.671234,0.009373,0.399472,0.494574,-73.047470,0.010130,0.400208,0.493924
8.9200000,-73.661736,0.009384,0.399994,0.494168,-73.036636,0.010144,0.400709,0.493526
8.9266667,-73.652214,0.009395,0.400515,0.493762,-73.025780,0.010158,0.401210,0.493128
8.9333333,-73.642677,0.009406,0.401035,0.493356,-73.014900,0.010172,0.401711,0.492731
8.9400000,-73.633118,0.009417,0.401554,0.492952,-73.004005,0.010186,0.402210,0.492335
8.9466667,-73.623543,0.009429,0.402072,0.492548,-72.993088,0.010200,0.402709,0.491939
8.9533333,-73.613945,0.009440,0.402590,0.492144,-72.982155,0.010213,0.403207,0.491543
8.9600000,-73.604332,0.009451,0.403107,0.491741,-72.971199,0.010227,0.403703,0.491148
8.9666667,-73.594696,0.009463,0.403623,0.491339,-72.960228,0.010241,0.404200,0.490754
8.9733333,-73.585045,0.009474,0.404138,0.490937,-72.949234,0.010256,0.404695,0.490360
8.9800000,-73.575371,0.009486,0.404653,0.490536,-72.938225,0.010270,0.405189,0.489967
8.9866667,-73.565674,0.009497,0.405166,0.490135,-72.927193,0.010284,0.405683,0.489575
8.9933333,-73.555962,0.009509,0.405679,0.489735,-72.916145,0.010298,0.406176,0.489183
9.0000000,-73.546227,0.009520,0.406191,0.489335,-72.905075,0.010312,0.406668,0.488792
9.0066667,-73.536476,0.009532,0.406702,0.488936,-72.893982,0.010327,0.407159,0.488401
9.0133333,-73.526703,0.009544,0.407213,0.488538,-72.882874,0.010341,0.407650,0.488011
9.0200000,-73.516914,0.009555,0.407722,0.488140,-72.871742,0.010355,0.408139,0.487621
